id,title,douban_link,rating,year,image,video_url,summary,country,language,episode_duration,episode_count,director,scriptwriter,cast,official_website,also_known_as,genre
200,萤火虫之墓 火垂るの墓,https://movie.douban.com/subject/1293318/,8.7,1988,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237136718.jpg,['https://www.douban.com/link2/?url=https%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XMjQ0MDMxMzc2.html%3Fspm%3Da2h0k.11417342.soresults.dplaybutton%26lang%3D%25E6%2597%25A5%25E8%25AF%25AD&amp;subtype=3&amp;type=online-video'],美日战争爆发，14岁的清太带着年幼的妹妹到处逃命，当他们到达防空洞的时候，母亲已身受重伤，没过多久便不久人世。两兄妹自此过着相依为命的日子。他们只好投靠了母亲的姐妹，纵使他们把家里所有的家当都送给了阿姨，但当食物吃完，他们就越感到了寄人篱下的感觉，清太决定带着妹妹离开独自生活。火灾硝烟中的生活并不好过，清太为了妹妹四处偷取食物，但妹妹还是严重营养不良……,日本,日语,,,['高畑勋'],"['高畑勋', '野坂昭如']","['辰己努', '白石绫乃', '志乃原良子', '山口朱美', '端田宏三']",,再见萤火虫(港) / 萤火挽歌 / 火帘之墓 / Hotaru no haka / Tombstone for Fireflies / Grave of the Fireflies / Tomb of the Fireflies,"['剧情', '动画', '战争']"
201,冰川时代 Ice Age,https://movie.douban.com/subject/1291578/,8.6,2002,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fthrjyzyxu8wkgel.html%3Fptag%3Dnewdouban.movie&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fss46270%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",冰河时期降至，动物们都急着迁徙到温暖的地方及储存食物。长毛象曼弗瑞德、树獭希德、剑齿虎迪亚戈为了帮助一个人类的婴儿回到父母身边，因而也掉了动物们迁徙的队伍。三只性格各异的动物，觉得集合力量帮助婴儿。一路上，善良的曼弗瑞德总觉得迪亚戈心怀鬼胎，想吃掉婴儿，互相猜疑。他们一起经历了无数艰难险阻，终于能够真诚相对。当剑齿虎迪亚戈的同伴知道它身边正有一个婴儿，饥寒交迫的它们就想迪亚戈把婴儿交给它们当食物，迪亚戈已对可爱的小婴儿产生了感情，无法下手，而迪亚戈该如何选择呢？小婴儿又能否安全回到家中？,美国,英语 / 克罗地亚语,,,"['卡洛斯·沙尔丹哈', '克里斯·韦奇']","['迈克尔·伯格', '迈克尔·J·威尔森', '彼得·阿克曼']","['雷·罗马诺', '约翰·雷吉扎莫', '丹尼斯·利瑞', '杰克·布莱克']",,冰河世纪 / 冰原历险记,"['喜剧', '动画', '冒险']"
202,白蛇2：青蛇劫起,https://movie.douban.com/subject/30435124/,6.8,2021,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2655030796.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc002003vpbryd.html%3Fptag%3Dnewdouban.movie&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=http%3A%2F%2Fwww.mgtv.com%2Fb%2F372676%2F14023299.html%3Fcxid%3Dvb4rv4jhk&amp;subtype=7&amp;type=online-video', 'https://www.douban.com/link2/?url=http%3A%2F%2Fv.youku.com%2Fv_show%2Fid_XNTE5OTM1NDgxMg%3D%3D.html%3Ftpa%3DdW5pb25faWQ9MzAwMDA4XzEwMDAwMl8wMl8wMQ%26refer%3Desfhz_operation.xuka.xj_00003036_000000_FNZfau_19010900&amp;subtype=3&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fss39104%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",南宋末年，小白为救许仙水漫金山，终被法海压在雷峰塔下。小青则意外被法海打入诡异的修罗城幻境。几次危机中小青被神秘蒙面少年所救，小青带着出去救出小白的执念历经劫难与成长，同蒙面少年一起寻找离开的办法。,中国大陆,汉语普通话,,,['黄家康'],['王微'],"['唐小喜', '张福正', '魏超', '赵铭洲', '郑小璞', '马程', '宋旭晨', '邱秋', '张凯', '徐佳琦', '关帅', '张碧玉', '张喆', '杨天翔', '宝木中阳', '林强']",,白蛇2 / Green Snake,"['动画', '奇幻', '冒险']"
203,无敌破坏王 Wreck-It Ralph,https://movie.douban.com/subject/6534248/,8.7,2012,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fuywqg22df6ktfmn.html%3Fptag%3Dnewdouban.movie&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fss46294%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",无敌破坏王（约翰·C·赖利 John C. Reilly 配音）生活在一个80年代出品的低精度游戏中。他的设定身份是一个反派，每天的生活就是在游戏《快手阿修》中大搞破坏，其后由玩家操作的英雄人物快手阿修（杰克·麦克布瑞尔 Jack McBrayer 配音） 会及时赶到进行修补，赢得奖牌，包揽一切荣耀。身为反派，破坏王厌倦了自己的生活，眼看阿修被胜利者的光环围绕，自己却日复一日在无趣中过活，他终于决定改变。单纯的他以为只要自己也能得到一枚奖牌，就可以摆脱反派的身份，于是某日在游戏厅歇业后，破坏王偷偷离开了自己的游戏，前去闯荡其他电子游戏的世界。在途中，破坏王结识了来自《英雄使命》的冷酷队长（简·林奇 Jane Lynch 配音）和来自90年代糖果赛车游戏《甜蜜冲刺》的小女孩云妮（萨拉·丝沃曼 Sarah Silverman 配音）。后者梦想着能上场比...,美国,英语,,,['瑞奇·摩尔'],"['菲尔·约翰斯顿', '珍妮弗·李', '瑞奇·摩尔', '吉姆·里尔顿', '约翰·C·赖利', '山姆·J·莱文', '贾里德·斯特恩']","['约翰·C·赖利', '萨拉·西尔弗曼', '杰克·麦克布瑞尔', '简·林奇', '艾伦·图代克', '敏迪·卡灵', '乔·洛·特鲁格里奥', '艾德·奥尼尔', '丹尼斯·海斯伯特', '伊迪·麦克勒格', '雷蒙德·S·佩尔西', '杰斯·哈梅尔', '瑞秋·哈里斯', '斯盖拉·阿斯丁', '亚当·卡罗拉', '霍拉提奥·桑斯', '莫里斯·拉马奇', '斯戴芬妮·斯考特', '约翰·迪·马吉欧', '瑞奇·摩尔', '凯蒂·洛斯', '贾米·埃曼', '乔西·特立尼达', '辛贝·沃克', '塔克·吉莫尔', '布兰登·斯考特', '蒂姆·梅尔滕斯', '凯文·迪特斯', '杰洛·里佛斯', '马丁·贾维斯', '布莱恩·克辛格', '罗杰·克莱格·史密斯', '菲尔·约翰斯顿', '鲁本·兰登', '凯尔·赫伯特', '洁米·斯贝勒·罗伯茨', '尼克·格里姆肖']",,破坏王拉尔夫 / 破坏王大冒险,"['喜剧', '动画', '奇幻', '冒险']"
204,名侦探柯南：贝克街的亡灵 名探偵コナン ベイカー街の亡霊,https://movie.douban.com/subject/2286642/,8.8,2002,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2890515833.jpg,['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc00200hslulzu%2Fa00249l4oab.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video'],这日柯南、小兰一行人来到米花市市政大厅，一场有关最新游戏“茧”的发布会正在这里召开。由于迥异于以往任何一款游戏的“茧”可能一举改变全球游戏业界的价值观，发布会吸引了代表日本上流社会的政治、财经、演艺界人士，50名游戏体验者也多是他们的后代，新一的父亲、推理小说大师工藤优作由于参与故事编写，也来到现场。这边热热闹闹，游戏的研发者兼负责人坚村却被杀于地下室。坚村死前留在键盘J、T、R上的血迹令柯南想到答案可能在游戏中，他利用优作的关系加入了体验者队伍，小兰、灰原哀等人也拿到了体验入场券。50名体验者刚分别进入一个外型酷似蚕茧的“大型胶囊”，游戏即被自称“诺亚方舟”的人工智能控制，“诺亚方舟”称游戏将提供5个完全真实的历史场景，体验者可选择其中之一进入，被淘汰会进入休眠状态，若最后无人走到终点，他们的大脑组织皆会被摧毁，此举是为令日本社会重生。柯南一行及...,日本,日语,,,['儿玉兼嗣'],"['青山刚昌', '野泽尚']","['高山南', '山崎和佳奈', '神谷明', '山口胜平', '林原惠美', '岩居由希子', '高木涉', '大谷育江', '绪方惠美', '高乃丽', '爱河里花子', '斋贺光希', '田中秀幸', '岛本须美', '绪方贤一', '茶风林', '井上和彦', '松井菜樱子', '平田广明', '藤本让', '依田英助', '堀部隆一', '千叶一伸', '小林清志', '速水奖', '速水圭', '宝龟克寿', '中岛聪彦', '长嶝高士', '细井治', '增谷康纪', '百百麻子', '村井每早', '莲池龙三', '津嘉山正种', '折笠爱']",,名侦探柯南：剧场版第6部 / Meitantei Konan: Bekâ Sutorîto no bôrei / Detective Conan: The Phantom of Baker Street,"['动画', '悬疑', '冒险']"
205,新·福音战士剧场版：终 シン・エヴァンゲリオン劇場版:│▌,https://movie.douban.com/subject/10428501/,9.2,2021,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2636146386.jpg,['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc00200hslulzu%2Fa00249l4oab.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video'],成为“第三次冲击”元凶的碇真嗣，变得像废人一样……真嗣还能振作起来吗？2012年《福音战士新剧场版：Q》之后，这部动画讲述了被封印的故事的后续。,日本,日语,,,"['庵野秀明', '鹤卷和哉', '中山胜一', '前田真宏']",['庵野秀明'],"['绪方惠美', '林原惠美', '宫村优子', '石田彰', '坂本真绫', '三石琴乃', '山口由里子', '立木文彦', '清川元梦', '关智一', '岩永哲哉', '岩男润子', '长泽美树', '子安武人', '优希比吕', '大塚明夫', '泽城美雪', '大原沙耶香', '伊濑茉莉也', '胜杏里', '山寺宏一', '内山昂辉', '川田绅司', '兴津和幸', '下山吉光', '星野充昭', '佐藤蓝', '泷泽罗子', '堀越真己', '八百屋杏', '斋藤千和', '小野冢贵志', '仪武祐子', '手冢宏通', '塙爱美', '中务贵幸', '大南悠', '丹羽正人', '广濑小夜', '中村源太', '武藏真之介', '新祐树', '前田玲奈', '村田知沙', '井关花芽', '虎岛贵明', '神木隆之介']",,新·福音战士剧场版:│▌ / Evangelion: 3.0+1.0 / Evangelion Shin Gekijo-ban / Rebuild of Evangelion 4.0: Final / Evangelion: 3.0+1.0 Thrice Upon a Time,"['剧情', '科幻', '动画']"
206,穿越时空的少女 時をかける少女,https://movie.douban.com/subject/1937946/,8.6,2006,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2910151771.jpg,['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc00200hslulzu%2Fa00249l4oab.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video'],17岁少女绀野真琴是一个活泼跳脱的少女。在一次普通值日工作中，真琴不小心摔倒了，自此她发现自己拥有了穿越时空的能力。她兴奋不已，掌握了穿越时空的方法后，她经常用这个方法去解决生活中许多令她困扰十分的事。喜欢棒球的真琴与同班的两名男生千昭与功介有着共同爱好。一天，与她本是好朋友的千昭突然向她表达爱意，手足无措了她再次穿越时空希望可以躲避这件事的发生。但没想到，千昭会跟同学友梨在一起了，而友梨也是一直喜欢千昭的。此时，暗恋功介的果穗误以为真琴是功介的女友。为了帮忙解决朋友的问题，真琴不断以同样的方法回到过去。她突然发现自己手臂上的数字原来是穿越时空的次数，次数变得越来越少，与此同时她也发现了千昭的秘密……,日本,日语,,,['细田守'],"['奥寺佐渡子', '筒井康隆']","['仲里依纱', '石田卓也', '板仓光隆', '垣内彩未', '谷村美月', '关户优希', '桂歌若', '安藤绿', '立木文彦', '山本圭子', '反田孝幸', '谷川清美', '汤屋敦子', '松田洋治', '中村正', '原沙知绘']",,跳跃吧！时空少女(台) / Toki o kakeru shôjo / The Girl Who Leapt Through Time,"['剧情', '爱情', '科幻', '动画']"
207,蜡笔小新：呼风唤雨！猛烈！大人帝国的反击 クレヨンしんちゃん 嵐を呼ぶ モーレツ!オトナ帝国の逆襲,https://movie.douban.com/subject/1958667/,9.3,2001,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2884192685.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fbymafsjpccgo4bw%2Fo0014ybjqcv.html&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep150384%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",这天在小新居住的春日部附近，突然新开了一家叫“20世纪博”的游乐园。游乐园里到处播放着从前20世纪的旧的电视节目和电影，这里，一切都是从前时光的回放。每一个到了这里的大人，都沉浸在过去的旧时光里，而对小孩子来说，这些的东西一点意思都没有。令小新万万想不到的是，进入了游乐园的爸爸妈妈都不在理会其他事情，只是一直沉醉在以往的时光里。城里的大人们都进去了，只剩下了小孩子！这到底是谁的阴谋，小新他们能否粉碎这阴谋？,日本,日语,,,['原惠一'],['原惠一'],"['矢岛晶子', '楢桥美纪', '藤原启治', '兴梠里美', '真柴摩利', '林玉绪', '一龙斋贞友', '佐藤智惠', '小林爱', '三田友子', '松尾银三', '北川智绘', '纳谷六朗', '泷泽罗子', '高田由美', '富泽美智惠', '三石琴乃', '京田尚子', '稀代樱子', '铃木玲子', '玉川纱己子', '萩森侚子', '大冢智子', '茶风林', '神奈延年', '江川央生', '冈野浩介', '大西健晴', '铃村健一', '儿岛千春', '池本小百合', '宇和川惠美', '工藤香子', '伊藤健太郎', '津嘉山正种', '小堺一机', '关根勤']",,蜡笔小新之呼风唤雨！大人帝国的反击 / Shin Chan: The Adult Empire Strikes Back,"['喜剧', '动画']"
208,胆大党 ダンダダン,https://movie.douban.com/subject/36171155/,7.5,2024,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2913113891.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc00200od02228%2Fz4100k0okfa.html%3Fptag%3Dnewdouban.cartoon&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fep838340%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",出生于灵媒师家族的女高中生·小桃<绫濑桃>，与她同年级的超自然爱好者·厄卡伦<高仓健>。小桃在厄卡伦遭到班上同学欺凌时保护了他，两人以此为契机开始有了交流。“相信幽灵存在但否定外星人存在”的小桃，和“相信外星人存在但否定幽灵存在”的厄卡伦争论不休。为了让对方相信外星人和幽灵的存在，小桃去了被称为UFO圣地的废弃医院，厄卡伦去了闹鬼的隧道。在那里，他们遇到了无法理解的极其怪异的现象。在绝境中，小桃觉醒了体内潜藏的力量，厄卡伦获得了诅咒之力，二人开始挑战接连逼近的怪异！也开始了命运之恋！？超能力战斗&青春故事，开幕！,日本,日语,24分钟,12.0,['山代风我'],['濑古浩司'],"['花江夏树', '若山诗音', '中井和哉', '田中真弓', '佐仓绫音', '石川界人', '水树奈奈', '关智一', '杉田智和', '富田美忧']",,超自然武装当哒当 / 当哒当 / Dandadan / DAN DA DAN,"['剧情', '动作', '动画', '奇幻']"
209,名侦探柯南：黑铁的鱼影 名探偵コナン 黒鉄の魚影,https://movie.douban.com/subject/35873969/,6.6,2023,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2901972551.jpg,"['https://www.douban.com/link2/?url=https%3A%2F%2Fv.qq.com%2Fx%2Fcover%2Fmzc00200n405dao.html%3Fptag%3Dnewdouban.movie&amp;subtype=1&amp;type=online-video', 'https://www.douban.com/link2/?url=https%3A%2F%2Fm.bilibili.com%2Fbangumi%2Fplay%2Fss44698%3Fbsource%3Ddoubanh5&amp;subtype=8&amp;type=online-video']",故事发生在东京八丈岛近海，一座将全球各地警方监控相连接的高科技设施——“太平洋浮标”即将启动。为了与欧洲刑警组织管辖的范围联网，来自世界各地的工程师聚集在这里。基于人脸识别的全新“黑科技”也正在测试中……与此同时，柯南一行人前往八丈岛观鲸，途中柯南接到冲矢昴（赤井秀一）的电话，被告知欧洲刑警组织成员在德国遭到琴酒的杀害。为调查真相的柯南潜入“太平洋浮标”。正当工程师们正在为系统启动而展开准备工作时，一桩案件突然发生！一名女工程师被黑暗组织绑架，她手中存有核心技术的U盘也落入了黑暗组织手中！此时，水下传来未知潜水艇逼近的声音，令人毛骨悚然，一个神秘的黑影也正在悄悄接近灰原哀……,日本,日语,,,['立川让'],"['樱井武晴', '青山刚昌']","['高山南', '林原惠美', '山崎和佳奈', '小山力也', '山口胜平', '古谷彻', '池田秀一', '置鲇龙太郎', '三石琴乃', '岸野幸正', '一城美由希', '土师孝也', '乃村健次', '飞田展男', '绪方贤一', '松井菜樱子', '岩居由希子', '大谷育江', '茶风林', '汤屋敦子', '井上和彦', '千叶繁', '堀之纪', '立木文彦', '小山茉美', '井上喜久子', '木下浩之', '玉川纱己子', '种崎敦美', '诹访部顺一', '神谷浩史', '土田大', '泽木郁也', '宫原永海', '村濑步', '泽田敏子', '鸟海胜美', '藤原泰浩', '金光宣明', '冈井克升', '下地紫野', '泽村一树']",,名侦探柯南剧场版26 / 黒鉄の魚影 / Detective Conan: Black Iron Submarine,"['动作', '动画', '悬疑', '惊悚', '犯罪', '冒险']"
